state_name,year_month,rainfall_actual_mm,rainfall_normal_mm,rainfall_dev_pct
chandigarh,2024-01,0.0,16.1,
chhattisgarh,2009-01,4.46,13.28,-44.80290322580645
chhattisgarh,2009-02,0.2,12.51,-98.51208333333334
chhattisgarh,2009-03,4.39,13.07,-71.44111111111111
chhattisgarh,2009-04,5.44,14.38,-63.19620689655173
chhattisgarh,2009-05,27.11,20.85,19.134193548387096
chhattisgarh,2009-06,61.52,180.02,-55.007666666666665
chhattisgarh,2009-07,467.66,356.68,33.66066666666667
chhattisgarh,2009-08,257.9,343.93,-19.515172413793103
chhattisgarh,2009-09,99.41,209.13,-49.40857142857143
chhattisgarh,2009-10,35.68,66.09,-63.80870967741935
chhattisgarh,2009-11,21.509999999999998,6.83,670.2750000000001
chhattisgarh,2009-12,0.41000000000000003,3.67,-82.34304347826087
chhattisgarh,2010-01,3.53,13.28,-72.00483870967743
chhattisgarh,2010-02,5.43,14.74,-53.5725
chhattisgarh,2010-03,2.1,15.22,-90.40870967741935
chhattisgarh,2010-04,12.629999999999999,14.620000000000001,-6.589000000000004
chhattisgarh,2010-05,42.4,20.85,154.07999999999998
chhattisgarh,2010-06,100.86,180.02,-52.574333333333335
chhattisgarh,2010-07,400.79,368.4,7.073548387096775
chhattisgarh,2010-08,297.33,366.26,-15.460645161290321
chhattisgarh,2010-09,278.24,225.39000000000001,23.406333333333333
chhattisgarh,2010-10,68.61,66.09,51.03225806451613
chhattisgarh,2010-11,21.36,10.39,147.59066666666666
chhattisgarh,2010-12,26.36,4.7299999999999995,1471.6032258064517
chhattisgarh,2011-01,1.03,13.28,-88.08258064516129
chhattisgarh,2011-02,6.210000000000001,14.74,-63.470000000000006
chhattisgarh,2011-03,1.73,15.22,-82.78677419354838
chhattisgarh,2011-04,37.92,14.620000000000001,183.2036666666667
chhattisgarh,2011-05,19.080000000000002,20.85,2.9835483870967745
chhattisgarh,2011-06,183.39,180.02,5.967333333333332
chhattisgarh,2011-07,274.93,368.4,-23.52258064516129
chhattisgarh,2011-08,381.53,366.26,9.295483870967743
chhattisgarh,2011-09,388.05,225.39000000000001,61.77466666666667
chhattisgarh,2011-10,14.68,66.09,-79.75612903225807
chhattisgarh,2011-11,0.01,10.39,-99.92433333333334
chhattisgarh,2011-12,2.2,4.7299999999999995,-16.466774193548382
chhattisgarh,2012-01,34.47,13.28,285.9216129032258
chhattisgarh,2012-02,3.4500000000000006,14.74,-67.68035714285715
chhattisgarh,2012-03,2.0300000000000002,15.22,-84.58709677419354
chhattisgarh,2012-04,13.950000000000001,14.620000000000001,5.826333333333333
chhattisgarh,2012-05,12.81,20.85,-37.11258064516129
chhattisgarh,2012-06,157.51,180.02,-23.111
chhattisgarh,2012-07,412.08,368.4,13.785483870967742
chhattisgarh,2012-08,444.87,366.26,23.251290322580648
chhattisgarh,2012-09,252.99,225.39000000000001,4.183333333333334
chhattisgarh,2012-10,30.36,66.09,-69.09451612903226
chhattisgarh,2012-11,35.45,10.39,123.64633333333333
chhattisgarh,2012-12,5.49,4.7299999999999995,-1.5590322580645137
chhattisgarh,2013-01,1.96,13.28,-82.95645161290322
chhattisgarh,2013-02,19.939999999999998,14.74,82.99857142857142
chhattisgarh,2013-03,4.3500000000000005,15.22,-70.40838709677419
chhattisgarh,2013-04,45.23,14.620000000000001,293.42066666666665
chhattisgarh,2013-05,12.07,20.85,-43.41870967741936
chhattisgarh,2013-06,262.36,180.02,70.95666666666666
chhattisgarh,2013-07,405.72,368.4,11.748387096774195
chhattisgarh,2013-08,328.52,366.26,-9.163548387096775
chhattisgarh,2013-09,151.62,225.39000000000001,-15.43533333333333
chhattisgarh,2013-10,185.02,66.09,198.90967741935484
chhattisgarh,2013-11,0.33,10.39,-97.09433333333332
chhattisgarh,2013-12,0.04,4.7299999999999995,-96.67354838709677
chhattisgarh,2014-01,2.23,13.28,-72.00161290322582
chhattisgarh,2014-02,31.7,14.74,109.85857142857142
chhattisgarh,2014-03,26.75,15.22,142.74967741935484
chhattisgarh,2014-04,13.69,14.620000000000001,10.543666666666663
chhattisgarh,2014-05,33.65,20.85,105.38096774193548
chhattisgarh,2014-06,108.99000000000001,180.02,-47.54233333333333
chhattisgarh,2014-07,429.59,368.4,21.67322580645161
chhattisgarh,2014-08,332.46999999999997,366.26,-10.51741935483871
chhattisgarh,2014-09,244.12,225.39000000000001,5.629666666666667
chhattisgarh,2014-10,73.36,66.09,39.329354838709676
chhattisgarh,2014-11,3.35,10.39,-47.14333333333333
chhattisgarh,2014-12,1.16,4.7299999999999995,-41.20193548387097
chhattisgarh,2015-01,13.379999999999999,13.28,34.703870967741935
chhattisgarh,2015-02,1.06,14.74,-91.74285714285715
chhattisgarh,2015-03,16.96,15.22,-1.3261290322580668
chhattisgarh,2015-04,45.31,14.620000000000001,282.0196666666667
chhattisgarh,2015-05,14.05,20.85,-34.56806451612903
chhattisgarh,2015-06,260.87,180.02,62.160333333333334
chhattisgarh,2015-07,270.03,368.4,-24.521290322580644
chhattisgarh,2015-08,295.83,366.26,-17.463870967741936
chhattisgarh,2015-09,208.19,225.39000000000001,0.8636666666666647
chhattisgarh,2015-10,18.81,66.09,-47.303225806451614
chhattisgarh,2015-11,0.89,10.39,-85.28233333333333
chhattisgarh,2015-12,2.03,4.7299999999999995,9.355161290322577
chhattisgarh,2016-01,7.97,13.28,-19.565161290322582
chhattisgarh,2016-02,4.6899999999999995,14.74,-72.56892857142857
chhattisgarh,2016-03,22.16,15.22,141.87225806451613
chhattisgarh,2016-04,4.640000000000001,14.620000000000001,-69.41766666666668
chhattisgarh,2016-05,36.61,20.85,90.5983870967742
chhattisgarh,2016-06,164.23,180.02,-12.270666666666667
chhattisgarh,2016-07,356.57,368.4,-2.063548387096774
chhattisgarh,2016-08,348.04,366.26,-3.4129032258064536
chhattisgarh,2016-09,292.51,225.39000000000001,46.62266666666667
chhattisgarh,2016-10,77.18,66.09,-14.43774193548387
chhattisgarh,2016-11,0.09999999999999999,10.39,-99.443
chhattisgarh,2016-12,0.09,4.7299999999999995,-96.59483870967742
chhattisgarh,2017-01,1.51,13.28,-85.48838709677419
chhattisgarh,2017-02,1.26,14.74,-91.63071428571428
chhattisgarh,2017-03,8.02,15.22,-19.37129032258065
chhattisgarh,2017-04,1.94,14.620000000000001,-87.404
chhattisgarh,2017-05,18.3,20.85,-5.334516129032259
chhattisgarh,2017-06,190.18,180.02,-1.0993333333333326
chhattisgarh,2017-07,372.06,368.4,1.4064516129032247
chhattisgarh,2017-08,292.7,366.26,-13.158064516129032
chhattisgarh,2017-09,172.51,225.39000000000001,-6.274666666666667
chhattisgarh,2017-10,71.0,66.09,-8.881935483870969
chhattisgarh,2017-11,0.5800000000000001,10.39,-82.488
chhattisgarh,2017-12,0.0,4.7299999999999995,-100.0
chhattisgarh,2018-01,0.0,13.28,-100.0
chhattisgarh,2018-02,9.04,14.74,-32.62535714285714
chhattisgarh,2018-03,0.66,15.22,-94.72709677419354
chhattisgarh,2018-04,29.48,14.620000000000001,125.83666666666666
chhattisgarh,2018-05,41.67,20.85,103.00903225806451
chhattisgarh,2018-06,152.39000000000001,180.02,7.774333333333334
chhattisgarh,2018-07,383.83,368.4,6.739354838709677
chhattisgarh,2018-08,409.32,366.26,13.356451612903227
chhattisgarh,2018-09,148.10999999999999,225.39000000000001,-33.858666666666664
chhattisgarh,2018-10,6.08,66.09,-88.90838709677419
chhattisgarh,2018-11,0.13,10.39,-95.32833333333333
chhattisgarh,2018-12,46.2,4.7299999999999995,1399.6132258064515
chhattisgarh,2019-01,13.799999999999999,13.28,16.328387096774197
chhattisgarh,2019-02,12.36,14.74,5.3517857142857155
chhattisgarh,2019-03,14.52,15.22,24.484516129032258
chhattisgarh,2019-04,14.459999999999999,14.620000000000001,2.4073333333333333
chhattisgarh,2019-05,16.93,20.85,-30.29516129032258
chhattisgarh,2019-06,130.7,180.02,-30.692666666666664
chhattisgarh,2019-07,356.79,368.4,-3.413225806451616
chhattisgarh,2019-08,404.23,366.26,11.725806451612904
chhattisgarh,2019-09,340.02,225.39000000000001,74.74333333333334
chhattisgarh,2019-10,105.37,66.09,91.96322580645162
chhattisgarh,2019-11,1.53,10.39,-86.916
chhattisgarh,2019-12,4.71,4.7299999999999995,112.38483870967741
chhattisgarh,2020-01,30.619999999999997,13.28,243.61451612903227
chhattisgarh,2020-02,40.28,14.74,224.1707142857143
chhattisgarh,2020-03,58.63,15.22,540.3829032258064
chhattisgarh,2020-04,33.01,14.620000000000001,164.75033333333334
chhattisgarh,2020-05,41.059999999999995,20.85,121.96392857142858
chhattisgarh,2020-06,280.18,180.02,73.96933333333332
chhattisgarh,2020-07,150.84,368.4,-20.338125
chhattisgarh,2020-08,507.79,366.26,40.770322580645164
chhattisgarh,2020-09,163.53,225.39000000000001,-26.125
chhattisgarh,2020-10,90.35,66.09,19.879354838709677
chhattisgarh,2020-11,5.76,10.39,-52.88466666666667
chhattisgarh,2020-12,1.02,4.7299999999999995,-63.85225806451613
chhattisgarh,2021-01,2.4699999999999998,13.28,-88.41354838709678
chhattisgarh,2021-02,10.499999999999998,14.74,-26.366785714285715
chhattisgarh,2021-03,5.81,15.22,-46.259354838709676
chhattisgarh,2021-04,13.98,14.620000000000001,24.085172413793103
chhattisgarh,2021-05,72.13,20.85,314.1744827586207
chhattisgarh,2021-06,182.15,180.02,75.02333333333333
chhattisgarh,2021-07,301.68,368.4,-12.01551724137931
chhattisgarh,2021-08,210.44,366.26,-40.51741935483871
chhattisgarh,2021-09,296.42,225.39000000000001,32.439
chhattisgarh,2021-10,42.82,66.09,-41.91548387096774
chhattisgarh,2021-11,24.25,10.39,327.9006666666666
chhattisgarh,2021-12,28.79,4.7299999999999995,1419.8351612903225
chhattisgarh,2022-01,40.27,13.28,189.69709677419354
chhattisgarh,2022-02,11.55,14.120000000000001,-10.288076923076924
chhattisgarh,2022-03,0.72,15.22,-94.468
chhattisgarh,2022-04,9.32,14.620000000000001,-15.505357142857147
chhattisgarh,2022-05,27.19,20.85,38.43741935483871
chhattisgarh,2022-06,134.08,180.02,-39.116
chhattisgarh,2022-07,405.11,368.4,19.169999999999998
chhattisgarh,2022-08,442.35,366.26,14.330967741935483
chhattisgarh,2022-09,224.14000000000001,225.39000000000001,7.1096666666666675
chhattisgarh,2022-10,71.6,66.09,11.52225806451613
chhattisgarh,2022-11,0.03,10.39,-99.77366666666667
chhattisgarh,2022-12,2.29,4.7299999999999995,-41.78387096774193
chhattisgarh,2023-01,0.15,13.28,-98.797
chhattisgarh,2023-02,0.0,14.74,-100.0
chhattisgarh,2023-03,39.43,15.22,232.53548387096777
chhattisgarh,2023-04,46.42,15.21,223.87967741935483
chhattisgarh,2023-05,41.28,20.85,140.11548387096775
chhattisgarh,2023-06,167.27,180.02,-42.01965517241379
chhattisgarh,2023-07,321.51,368.4,-12.063870967741936
chhattisgarh,2023-08,245.02,366.26,-32.66870967741936
chhattisgarh,2023-09,324.15,225.39000000000001,46.184999999999995
chhattisgarh,2023-10,37.57,66.09,-67.94935483870967
chhattisgarh,2023-11,5.02,10.39,-50.65133333333333
chhattisgarh,2023-12,31.480000000000004,4.7299999999999995,3403.2388461538458
chhattisgarh,2024-01,0.0,6.7,
dadra and nagar haveli,2009-01,0.0,0.0,
dadra and nagar haveli,2009-02,0.0,0.0,
dadra and nagar haveli,2009-03,1.26,0.0,
dadra and nagar haveli,2009-04,0.0,0.0,
dadra and nagar haveli,2009-05,0.46,0.0,
dadra and nagar haveli,2009-06,104.4,0.0,
dadra and nagar haveli,2009-07,1121.58,0.0,
dadra and nagar haveli,2009-08,231.60000000000002,0.0,
dadra and nagar haveli,2009-09,228.63,0.0,
dadra and nagar haveli,2009-10,121.36,0.0,
dadra and nagar haveli,2009-11,67.76,0.0,
dadra and nagar haveli,2009-12,0.0,0.0,
dadra and nagar haveli,2010-01,0.0,0.0,
dadra and nagar haveli,2010-02,0.0,0.0,
dadra and nagar haveli,2010-03,0.25,0.0,
dadra and nagar haveli,2010-04,0.0,0.0,
dadra and nagar haveli,2010-05,1.9400000000000002,0.0,
dadra and nagar haveli,2010-06,202.53,0.0,
dadra and nagar haveli,2010-07,876.8399999999999,0.0,
dadra and nagar haveli,2010-08,823.04,0.0,
dadra and nagar haveli,2010-09,497.28,0.0,
dadra and nagar haveli,2010-10,64.19,0.0,
dadra and nagar haveli,2010-11,21.68,0.0,
dadra and nagar haveli,2010-12,0.0,0.0,
dadra and nagar haveli,2011-01,0.0,0.0,
dadra and nagar haveli,2011-02,0.0,0.0,
dadra and nagar haveli,2011-03,0.0,0.0,
dadra and nagar haveli,2011-04,0.0,0.0,
dadra and nagar haveli,2011-05,0.0,0.0,
dadra and nagar haveli,2011-06,194.81,0.0,
dadra and nagar haveli,2011-07,654.48,0.0,
dadra and nagar haveli,2011-08,701.22,0.0,
dadra and nagar haveli,2011-09,223.87,0.0,
dadra and nagar haveli,2011-10,69.06,0.0,
dadra and nagar haveli,2011-11,0.0,0.0,
dadra and nagar haveli,2011-12,0.0,0.0,
dadra and nagar haveli,2012-01,0.0,0.0,
dadra and nagar haveli,2012-02,0.0,0.0,
dadra and nagar haveli,2012-03,0.0,0.0,
dadra and nagar haveli,2012-04,0.0,0.0,
dadra and nagar haveli,2012-05,0.0,0.0,
dadra and nagar haveli,2012-06,107.16,0.0,
dadra and nagar haveli,2012-07,650.21,0.0,
dadra and nagar haveli,2012-08,494.09,0.0,
dadra and nagar haveli,2012-09,352.34,0.0,
dadra and nagar haveli,2012-10,122.42,0.0,
dadra and nagar haveli,2012-11,0.0,0.0,
dadra and nagar haveli,2012-12,0.0,0.0,
dadra and nagar haveli,2013-01,0.0,0.0,
dadra and nagar haveli,2013-02,0.31,0.0,
dadra and nagar haveli,2013-03,0.0,0.0,
dadra and nagar haveli,2013-04,0.0,0.0,
dadra and nagar haveli,2013-05,0.0,0.0,
dadra and nagar haveli,2013-06,537.49,0.0,
dadra and nagar haveli,2013-07,1206.7,0.0,
dadra and nagar haveli,2013-08,541.42,0.0,
dadra and nagar haveli,2013-09,590.38,0.0,
dadra and nagar haveli,2013-10,90.97,0.0,
dadra and nagar haveli,2013-11,0.01,0.0,
dadra and nagar haveli,2013-12,0.0,0.0,
dadra and nagar haveli,2014-01,0.94,0.0,
dadra and nagar haveli,2014-02,0.44,0.0,
dadra and nagar haveli,2014-03,1.8699999999999999,0.0,
dadra and nagar haveli,2014-04,0.0,0.0,
dadra and nagar haveli,2014-05,6.62,0.0,
dadra and nagar haveli,2014-06,78.88,0.0,
dadra and nagar haveli,2014-07,1314.93,0.0,
dadra and nagar haveli,2014-08,527.86,0.0,
dadra and nagar haveli,2014-09,411.58,0.0,
dadra and nagar haveli,2014-10,22.509999999999998,0.0,
dadra and nagar haveli,2014-11,4.73,0.0,
dadra and nagar haveli,2014-12,2.55,0.0,
dadra and nagar haveli,2015-01,0.31,0.0,
dadra and nagar haveli,2015-02,0.0,0.0,
dadra and nagar haveli,2015-03,12.66,0.0,
dadra and nagar haveli,2015-04,4.73,0.0,
dadra and nagar haveli,2015-05,0.0,0.0,
dadra and nagar haveli,2015-06,334.7,0.0,
dadra and nagar haveli,2015-07,664.88,0.0,
dadra and nagar haveli,2015-08,279.93,0.0,
dadra and nagar haveli,2015-09,304.42,0.0,
dadra and nagar haveli,2015-10,13.62,0.0,
dadra and nagar haveli,2015-11,12.700000000000001,0.0,
dadra and nagar haveli,2015-12,0.0,0.0,
dadra and nagar haveli,2016-01,0.0,0.0,
dadra and nagar haveli,2016-02,0.0,0.0,
dadra and nagar haveli,2016-03,2.11,0.0,
dadra and nagar haveli,2016-04,0.0,0.0,
dadra and nagar haveli,2016-05,2.05,0.0,
dadra and nagar haveli,2016-06,168.11,0.0,
dadra and nagar haveli,2016-07,1144.34,0.0,
dadra and nagar haveli,2016-08,1123.77,0.0,
dadra and nagar haveli,2016-09,375.41,0.0,
dadra and nagar haveli,2016-10,85.3,0.0,
dadra and nagar haveli,2016-11,0.0,0.0,
dadra and nagar haveli,2016-12,0.0,0.0,
dadra and nagar haveli,2017-01,0.0,0.0,
dadra and nagar haveli,2017-02,0.0,0.0,
dadra and nagar haveli,2017-03,0.0,0.0,
dadra and nagar haveli,2017-04,0.0,0.0,
dadra and nagar haveli,2017-05,1.49,0.0,
dadra and nagar haveli,2017-06,669.27,0.0,
dadra and nagar haveli,2017-07,1459.32,0.0,
dadra and nagar haveli,2017-08,688.06,0.0,
dadra and nagar haveli,2017-09,317.59000000000003,0.0,
dadra and nagar haveli,2017-10,126.94,0.0,
dadra and nagar haveli,2017-11,0.0,0.0,
dadra and nagar haveli,2017-12,36.58,0.0,
dadra and nagar haveli,2018-01,0.0,0.0,
dadra and nagar haveli,2018-02,0.0,0.0,
dadra and nagar haveli,2018-03,0.16999999999999998,0.0,
dadra and nagar haveli,2018-04,0.0,0.0,
dadra and nagar haveli,2018-05,0.0,0.0,
dadra and nagar haveli,2018-06,421.90000000000003,0.0,
dadra and nagar haveli,2018-07,1352.87,0.0,
dadra and nagar haveli,2018-08,449.71999999999997,0.0,
dadra and nagar haveli,2018-09,68.66,0.0,
dadra and nagar haveli,2018-10,5.59,0.0,
dadra and nagar haveli,2018-11,0.0,0.0,
dadra and nagar haveli,2018-12,0.0,0.0,
dadra and nagar haveli,2019-01,0.0,0.0,
dadra and nagar haveli,2019-02,0.0,0.0,
dadra and nagar haveli,2019-03,0.0,0.0,
dadra and nagar haveli,2019-04,0.05,0.0,
dadra and nagar haveli,2019-05,0.0,0.0,
dadra and nagar haveli,2019-06,349.29999999999995,0.0,
dadra and nagar haveli,2019-07,1479.31,0.0,
dadra and nagar haveli,2019-08,1028.8700000000001,0.0,
dadra and nagar haveli,2019-09,796.78,0.0,
dadra and nagar haveli,2019-10,115.67999999999999,0.0,
dadra and nagar haveli,2019-11,48.339999999999996,0.0,
dadra and nagar haveli,2019-12,0.01,0.0,
dadra and nagar haveli,2020-01,0.0,0.0,
dadra and nagar haveli,2020-02,0.0,0.0,
dadra and nagar haveli,2020-03,0.06999999999999999,0.0,
dadra and nagar haveli,2020-04,0.0,0.0,
dadra and nagar haveli,2020-05,0.1,0.0,
dadra and nagar haveli,2020-06,276.73,0.0,
dadra and nagar haveli,2020-07,340.29,0.0,
dadra and nagar haveli,2020-08,1387.77,0.0,
dadra and nagar haveli,2020-09,244.07999999999998,0.0,
dadra and nagar haveli,2020-10,45.65,0.0,
dadra and nagar haveli,2020-11,0.04,0.0,
dadra and nagar haveli,2020-12,4.41,0.0,
dadra and nagar haveli,2021-01,2.77,0.0,
dadra and nagar haveli,2021-02,0.26,0.0,
dadra and nagar haveli,2021-03,0.0,0.0,
dadra and nagar haveli,2021-04,0.55,0.0,
dadra and nagar haveli,2021-05,126.43999999999998,0.0,
dadra and nagar haveli,2021-06,266.51,0.0,
dadra and nagar haveli,2021-07,778.1800000000001,0.0,
dadra and nagar haveli,2021-08,364.0,0.0,
dadra and nagar haveli,2021-09,1091.71,0.0,
dadra and nagar haveli,2021-10,111.83,0.0,
dadra and nagar haveli,2021-11,59.41,0.0,
dadra and nagar haveli,2021-12,80.36,0.0,
dadra and nagar haveli,2022-01,0.0,0.0,
dadra and nagar haveli,2022-02,0.0,0.0,
dadra and nagar haveli,2022-03,0.0,0.0,
dadra and nagar haveli,2022-04,0.0,0.0,
dadra and nagar haveli,2022-05,0.0,0.0,
dadra and nagar haveli,2022-06,171.92,0.0,
dadra and nagar haveli,2022-07,1963.4199999999998,0.0,
dadra and nagar haveli,2022-08,584.36,0.0,
dadra and nagar haveli,2022-09,624.72,0.0,
dadra and nagar haveli,2022-10,129.49,0.0,
dadra and nagar haveli,2022-11,0.0,0.0,
dadra and nagar haveli,2022-12,0.06,0.0,
dadra and nagar haveli,2023-01,0.0,0.0,
dadra and nagar haveli,2023-02,0.0,0.0,
dadra and nagar haveli,2023-03,9.16,0.0,
dadra and nagar haveli,2023-04,0.94,0.0,
dadra and nagar haveli,2023-05,8.92,0.0,
dadra and nagar haveli,2023-06,407.96,0.0,
dadra and nagar haveli,2023-07,1603.56,0.0,
dadra and nagar haveli,2023-08,200.81,0.0,
dadra and nagar haveli,2023-09,392.05,0.0,
dadra and nagar haveli,2023-10,12.5,0.0,
dadra and nagar haveli,2023-11,33.62,0.0,
dadra and nagar haveli,2023-12,0.0,0.0,
dadra and nagar haveli,2024-01,0.0,0.0,
daman and diu,2009-01,0.0,0.1,-100.0
daman and diu,2009-02,0.0,0.6,-100.0
daman and diu,2009-03,0.02,0.30000000000000004,-100.0
daman and diu,2009-04,0.0,0.5,-100.0
daman and diu,2009-05,0.0,1.8,-100.0
daman and diu,2009-06,177.22,137.7,-42.144666666666666
daman and diu,2009-07,1027.35,242.3,469.02233333333334
daman and diu,2009-08,129.32,127.4,105.8003448275862
daman and diu,2009-09,196.12,50.9,225.5507142857143
daman and diu,2009-10,77.42999999999999,22.5,217.69476190476192
daman and diu,2009-11,26.54,19.7,-99.87153846153845
daman and diu,2009-12,0.0,0.9,-100.0
daman and diu,2010-01,0.0,0.1,-100.0
daman and diu,2010-02,0.29,0.6,-100.0
daman and diu,2010-03,0.01,0.30000000000000004,-100.0
daman and diu,2010-04,0.0,0.6000000000000001,-100.0
daman and diu,2010-05,0.02,1.8,-100.0
daman and diu,2010-06,77.06,137.7,336.65766666666667
daman and diu,2010-07,592.96,250.0,214.12193548387097
daman and diu,2010-08,627.53,132.8,590.4916129032258
daman and diu,2010-09,404.15,53.7,793.9856666666667
daman and diu,2010-10,32.68,22.5,206.05190476190478
daman and diu,2010-11,46.9,24.0,751.3353333333332
daman and diu,2010-12,0.0,0.9,-100.0
daman and diu,2011-01,0.0,0.1,-100.0
daman and diu,2011-02,0.03,0.6,-100.0
daman and diu,2011-03,0.0,0.30000000000000004,-100.0
daman and diu,2011-04,0.0,0.6000000000000001,-100.0
daman and diu,2011-05,0.23,1.8,-100.0
daman and diu,2011-06,253.95,137.7,488.799
daman and diu,2011-07,875.5699999999999,250.0,329.51516129032257
daman and diu,2011-08,686.75,132.8,659.598064516129
daman and diu,2011-09,229.68,53.7,439.245
daman and diu,2011-10,60.57,22.5,1200.1580952380953
daman and diu,2011-11,0.0,24.0,-100.0
daman and diu,2011-12,0.0,0.9,-100.0
daman and diu,2012-01,0.0,0.1,-100.0
daman and diu,2012-02,0.0,0.6,-100.0
daman and diu,2012-03,0.0,0.30000000000000004,-100.0
daman and diu,2012-04,0.72,0.6000000000000001,-100.0
daman and diu,2012-05,0.0,1.8,-100.0
daman and diu,2012-06,109.3,137.7,112.845
daman and diu,2012-07,267.04,250.0,24.17225806451613
daman and diu,2012-08,200.1,132.8,145.19419354838712
daman and diu,2012-09,467.16999999999996,53.7,634.661
daman and diu,2012-10,32.13,22.5,117.27238095238097
daman and diu,2012-11,0.0,24.0,-100.0
daman and diu,2012-12,0.0,0.9,-100.0
daman and diu,2013-01,0.0,0.1,-100.0
daman and diu,2013-02,0.0,0.6,-100.0
daman and diu,2013-03,0.0,0.30000000000000004,-100.0
daman and diu,2013-04,0.13,0.6000000000000001,-100.0
daman and diu,2013-05,0.0,1.8,-100.0
daman and diu,2013-06,575.37,137.7,2702.444
daman and diu,2013-07,835.63,250.0,356.8167741935484
daman and diu,2013-08,308.75,132.8,111.79354838709678
daman and diu,2013-09,357.19,53.7,898.2553333333333
daman and diu,2013-10,71.69,22.5,310.66761904761904
daman and diu,2013-11,0.0,24.0,-100.0
daman and diu,2013-12,0.0,0.9,-100.0
daman and diu,2014-01,3.12,0.1,-100.0
daman and diu,2014-02,0.44,0.6,-30.0
daman and diu,2014-03,0.0,0.30000000000000004,-100.0
daman and diu,2014-04,0.0,0.6000000000000001,-100.0
daman and diu,2014-05,0.5499999999999999,1.8,-100.0
daman and diu,2014-06,109.39999999999999,137.7,267.2083333333333
daman and diu,2014-07,893.19,250.0,326.5025806451613
daman and diu,2014-08,432.29,132.8,317.4967741935484
daman and diu,2014-09,271.4,53.7,422.03433333333334
daman and diu,2014-10,2.36,22.5,-83.66428571428571
daman and diu,2014-11,2.27,24.0,-100.0
daman and diu,2014-12,0.0,0.9,-100.0
daman and diu,2015-01,0.13,0.1,-100.0
daman and diu,2015-02,0.0,0.6,-100.0
daman and diu,2015-03,12.920000000000002,0.30000000000000004,-100.0
daman and diu,2015-04,0.45,0.6000000000000001,-100.0
daman and diu,2015-05,0.0,1.8,-100.0
daman and diu,2015-06,299.07,137.7,1351.0420000000001
daman and diu,2015-07,372.16,250.0,132.27032258064517
daman and diu,2015-08,148.52,132.8,160.02290322580646
daman and diu,2015-09,292.12,53.7,1127.2116666666666
daman and diu,2015-10,4.02,22.5,-83.96333333333334
daman and diu,2015-11,0.48000000000000004,24.0,-93.714
daman and diu,2015-12,0.0,0.9,-100.0
daman and diu,2016-01,0.0,0.1,-100.0
daman and diu,2016-02,0.0,0.6,-100.0
daman and diu,2016-03,0.43,0.30000000000000004,-100.0
daman and diu,2016-04,0.0,0.6000000000000001,-100.0
daman and diu,2016-05,0.0,1.8,-100.0
daman and diu,2016-06,154.8,137.7,-44.973333333333336
daman and diu,2016-07,701.98,250.0,226.24451612903226
daman and diu,2016-08,698.62,132.8,438.38451612903225
daman and diu,2016-09,383.58,53.7,1307.7583333333334
daman and diu,2016-10,61.870000000000005,22.5,447.79571428571427
daman and diu,2016-11,0.0,24.0,-100.0
daman and diu,2016-12,0.0,0.9,-100.0
daman and diu,2017-01,0.0,0.1,-100.0
daman and diu,2017-02,0.0,0.6,-100.0
daman and diu,2017-03,0.0,0.30000000000000004,-100.0
daman and diu,2017-04,0.0,0.6000000000000001,-100.0
daman and diu,2017-05,0.59,1.8,-100.0
daman and diu,2017-06,423.23,137.7,684.2783333333333
daman and diu,2017-07,935.92,250.0,307.4070967741936
daman and diu,2017-08,486.24,132.8,577.1422580645161
daman and diu,2017-09,124.55,53.7,388.17466666666667
daman and diu,2017-10,44.67,22.5,121.99428571428572
daman and diu,2017-11,0.0,24.0,-100.0
daman and diu,2017-12,60.09,0.9,-100.0
daman and diu,2018-01,0.0,0.1,-100.0
daman and diu,2018-02,0.0,0.6,-100.0
daman and diu,2018-03,0.02,0.30000000000000004,-100.0
daman and diu,2018-04,0.0,0.6000000000000001,-100.0
daman and diu,2018-05,0.0,1.8,-100.0
daman and diu,2018-06,275.7,137.7,63.63066666666666
daman and diu,2018-07,1236.2,250.0,394.4941935483871
daman and diu,2018-08,207.78,132.8,220.37935483870965
daman and diu,2018-09,40.71,53.7,-11.213666666666665
daman and diu,2018-10,5.41,22.5,-78.0952380952381
daman and diu,2018-11,0.0,24.0,-100.0
daman and diu,2018-12,0.0,0.9,-100.0
daman and diu,2019-01,0.0,0.1,-100.0
daman and diu,2019-02,0.0,0.6,-100.0
daman and diu,2019-03,0.0,0.30000000000000004,-100.0
daman and diu,2019-04,0.0,0.6000000000000001,-100.0
daman and diu,2019-05,0.0,1.8,-100.0
daman and diu,2019-06,280.45,137.7,97.77
daman and diu,2019-07,799.66,250.0,290.22645161290325
daman and diu,2019-08,652.22,132.8,305.3393548387097
daman and diu,2019-09,651.4399999999999,53.7,1134.4193333333335
daman and diu,2019-10,43.93,22.5,429.4219047619048
daman and diu,2019-11,65.16,24.0,-36.14266666666666
daman and diu,2019-12,0.03,0.9,-100.0
daman and diu,2020-01,0.0,0.1,-100.0
daman and diu,2020-02,0.0,0.6,-100.0
daman and diu,2020-03,0.7899999999999999,0.30000000000000004,-100.0
daman and diu,2020-04,0.0,0.6000000000000001,-100.0
daman and diu,2020-05,0.0,1.8,-100.0
daman and diu,2020-06,121.69,137.7,580.1020000000001
daman and diu,2020-07,331.88,250.0,160.881875
daman and diu,2020-08,950.98,132.8,961.9122580645161
daman and diu,2020-09,173.1,53.7,526.9303333333334
