state_name,year_month,rainfall_actual_mm,rainfall_normal_mm,rainfall_dev_pct
andaman and nicobar islands,2009-01,0.0,87.82,
andaman and nicobar islands,2009-02,0.0,40.78,
andaman and nicobar islands,2009-03,0.0,31.48,
andaman and nicobar islands,2009-04,0.0,91.81,
andaman and nicobar islands,2009-05,0.0,370.47,
andaman and nicobar islands,2009-06,0.0,387.96,
andaman and nicobar islands,2009-07,0.0,329.2,
andaman and nicobar islands,2009-08,0.0,312.53,
andaman and nicobar islands,2009-09,0.0,358.06,
andaman and nicobar islands,2009-10,0.0,316.79,
andaman and nicobar islands,2009-11,0.0,200.95,
andaman and nicobar islands,2009-12,0.0,177.51,
andaman and nicobar islands,2010-01,0.0,87.82,
andaman and nicobar islands,2010-02,0.0,47.07,
andaman and nicobar islands,2010-03,0.0,37.69,
andaman and nicobar islands,2010-04,0.0,92.91,
andaman and nicobar islands,2010-05,0.0,370.47,
andaman and nicobar islands,2010-06,0.0,387.96,
andaman and nicobar islands,2010-07,0.0,340.65,
andaman and nicobar islands,2010-08,0.0,335.57,
andaman and nicobar islands,2010-09,0.0,383.53,
andaman and nicobar islands,2010-10,0.0,316.79,
andaman and nicobar islands,2010-11,0.0,285.13,
andaman and nicobar islands,2010-12,0.0,223.89000000000001,
andaman and nicobar islands,2011-01,0.0,87.82,
andaman and nicobar islands,2011-02,0.0,47.07,
andaman and nicobar islands,2011-03,0.0,37.69,
andaman and nicobar islands,2011-04,0.0,92.91,
andaman and nicobar islands,2011-05,0.0,370.47,
andaman and nicobar islands,2011-06,0.0,387.96,
andaman and nicobar islands,2011-07,0.0,340.65,
andaman and nicobar islands,2011-08,0.0,335.57,
andaman and nicobar islands,2011-09,0.0,383.53,
andaman and nicobar islands,2011-10,0.0,316.79,
andaman and nicobar islands,2011-11,0.0,285.13,
andaman and nicobar islands,2011-12,0.0,223.89000000000001,
andaman and nicobar islands,2012-01,0.0,87.82,
andaman and nicobar islands,2012-02,0.0,47.07,
andaman and nicobar islands,2012-03,0.0,37.69,
andaman and nicobar islands,2012-04,0.0,92.91,
andaman and nicobar islands,2012-05,0.0,370.47,
andaman and nicobar islands,2012-06,0.0,387.96,
andaman and nicobar islands,2012-07,0.0,340.65,
andaman and nicobar islands,2012-08,0.0,335.57,
andaman and nicobar islands,2012-09,0.0,383.53,
andaman and nicobar islands,2012-10,0.0,316.79,
andaman and nicobar islands,2012-11,0.0,285.13,
andaman and nicobar islands,2012-12,0.0,223.89000000000001,
andaman and nicobar islands,2013-01,0.0,87.82,
andaman and nicobar islands,2013-02,0.0,47.07,
andaman and nicobar islands,2013-03,0.0,37.69,
andaman and nicobar islands,2013-04,0.0,92.91,
andaman and nicobar islands,2013-05,0.0,370.47,
andaman and nicobar islands,2013-06,0.0,387.96,
andaman and nicobar islands,2013-07,0.0,340.65,
andaman and nicobar islands,2013-08,0.0,335.57,
andaman and nicobar islands,2013-09,0.0,383.53,
andaman and nicobar islands,2013-10,0.0,316.79,
andaman and nicobar islands,2013-11,0.0,285.13,
andaman and nicobar islands,2013-12,0.0,223.89000000000001,
andaman and nicobar islands,2014-01,0.0,87.82,
andaman and nicobar islands,2014-02,0.0,47.07,
andaman and nicobar islands,2014-03,0.0,37.69,
andaman and nicobar islands,2014-04,0.0,92.91,
andaman and nicobar islands,2014-05,0.0,370.47,
andaman and nicobar islands,2014-06,0.0,387.96,
andaman and nicobar islands,2014-07,0.0,340.65,
andaman and nicobar islands,2014-08,0.0,335.57,
andaman and nicobar islands,2014-09,0.0,383.53,
andaman and nicobar islands,2014-10,0.0,316.79,
andaman and nicobar islands,2014-11,0.0,285.13,
andaman and nicobar islands,2014-12,0.0,223.89000000000001,
andaman and nicobar islands,2015-01,0.0,87.82,
andaman and nicobar islands,2015-02,0.0,47.07,
andaman and nicobar islands,2015-03,0.0,37.69,
andaman and nicobar islands,2015-04,0.0,92.91,
andaman and nicobar islands,2015-05,0.0,370.47,
andaman and nicobar islands,2015-06,0.0,387.96,
andaman and nicobar islands,2015-07,0.0,340.65,
andaman and nicobar islands,2015-08,0.0,335.57,
andaman and nicobar islands,2015-09,0.0,383.53,
andaman and nicobar islands,2015-10,0.0,316.79,
andaman and nicobar islands,2015-11,0.0,285.13,
andaman and nicobar islands,2015-12,0.0,223.89000000000001,
andaman and nicobar islands,2016-01,0.0,87.82,
andaman and nicobar islands,2016-02,0.0,47.07,
andaman and nicobar islands,2016-03,0.0,37.69,
andaman and nicobar islands,2016-04,0.0,92.91,
andaman and nicobar islands,2016-05,0.0,370.47,
andaman and nicobar islands,2016-06,0.0,387.96,
andaman and nicobar islands,2016-07,0.0,340.65,
andaman and nicobar islands,2016-08,0.0,335.57,
andaman and nicobar islands,2016-09,0.0,383.53,
andaman and nicobar islands,2016-10,0.0,316.79,
andaman and nicobar islands,2016-11,0.0,285.13,
andaman and nicobar islands,2016-12,0.0,223.89000000000001,
andaman and nicobar islands,2017-01,0.0,87.82,
andaman and nicobar islands,2017-02,0.0,47.07,
andaman and nicobar islands,2017-03,0.0,37.69,
andaman and nicobar islands,2017-04,0.0,92.91,
andaman and nicobar islands,2017-05,0.0,370.47,
andaman and nicobar islands,2017-06,0.0,387.96,
andaman and nicobar islands,2017-07,0.0,340.65,
andaman and nicobar islands,2017-08,0.0,335.57,
andaman and nicobar islands,2017-09,0.0,383.53,
andaman and nicobar islands,2017-10,0.0,316.79,
andaman and nicobar islands,2017-11,0.0,285.13,
andaman and nicobar islands,2017-12,0.0,223.89000000000001,
andaman and nicobar islands,2018-01,0.0,87.82,
andaman and nicobar islands,2018-02,0.0,47.07,
andaman and nicobar islands,2018-03,0.0,37.69,
andaman and nicobar islands,2018-04,0.0,92.91,
andaman and nicobar islands,2018-05,0.0,370.47,
andaman and nicobar islands,2018-06,0.0,387.96,
andaman and nicobar islands,2018-07,0.0,340.65,
andaman and nicobar islands,2018-08,0.0,335.57,
andaman and nicobar islands,2018-09,0.0,383.53,
andaman and nicobar islands,2018-10,0.0,316.79,
andaman and nicobar islands,2018-11,0.0,285.13,
andaman and nicobar islands,2018-12,0.0,223.89000000000001,
andaman and nicobar islands,2019-01,0.0,87.82,
andaman and nicobar islands,2019-02,0.0,47.07,
andaman and nicobar islands,2019-03,0.0,37.69,
andaman and nicobar islands,2019-04,0.0,92.91,
andaman and nicobar islands,2019-05,0.0,370.47,
andaman and nicobar islands,2019-06,0.0,387.96,
andaman and nicobar islands,2019-07,0.0,340.65,
andaman and nicobar islands,2019-08,0.0,335.57,
andaman and nicobar islands,2019-09,0.0,383.53,
andaman and nicobar islands,2019-10,0.0,316.79,
andaman and nicobar islands,2019-11,0.0,285.13,
andaman and nicobar islands,2019-12,0.0,223.89000000000001,
andaman and nicobar islands,2020-01,0.0,87.82,
andaman and nicobar islands,2020-02,0.0,47.07,
andaman and nicobar islands,2020-03,0.0,37.69,
andaman and nicobar islands,2020-04,0.0,92.91,
andaman and nicobar islands,2020-05,0.0,370.47,
andaman and nicobar islands,2020-06,0.0,387.96,
andaman and nicobar islands,2020-07,0.0,340.65,
andaman and nicobar islands,2020-08,0.0,335.57,
andaman and nicobar islands,2020-09,0.0,383.53,
andaman and nicobar islands,2020-10,0.0,316.79,
andaman and nicobar islands,2020-11,0.0,285.13,
andaman and nicobar islands,2020-12,0.0,223.89000000000001,
andaman and nicobar islands,2021-01,0.0,87.82,
andaman and nicobar islands,2021-02,0.0,47.07,
andaman and nicobar islands,2021-03,0.0,37.69,
andaman and nicobar islands,2021-04,0.0,92.91,
andaman and nicobar islands,2021-05,0.0,370.47,
andaman and nicobar islands,2021-06,0.0,387.96,
andaman and nicobar islands,2021-07,0.0,340.65,
andaman and nicobar islands,2021-08,0.0,335.57,
andaman and nicobar islands,2021-09,0.0,383.53,
andaman and nicobar islands,2021-10,0.0,316.79,
andaman and nicobar islands,2021-11,0.0,285.13,
andaman and nicobar islands,2021-12,0.0,223.89000000000001,
andaman and nicobar islands,2022-01,0.0,87.82,
andaman and nicobar islands,2022-02,0.0,45.95,
andaman and nicobar islands,2022-03,0.0,37.69,
andaman and nicobar islands,2022-04,0.0,92.91,
andaman and nicobar islands,2022-05,0.0,370.47,
andaman and nicobar islands,2022-06,0.0,387.96,
andaman and nicobar islands,2022-07,0.0,340.65,
andaman and nicobar islands,2022-08,0.0,335.57,
andaman and nicobar islands,2022-09,0.0,383.53,
andaman and nicobar islands,2022-10,0.0,316.79,
andaman and nicobar islands,2022-11,0.0,285.13,
andaman and nicobar islands,2022-12,0.0,223.89000000000001,
andaman and nicobar islands,2023-01,0.0,87.82,
andaman and nicobar islands,2023-02,0.0,47.07,
andaman and nicobar islands,2023-03,0.0,37.69,
andaman and nicobar islands,2023-04,0.0,92.91,
andaman and nicobar islands,2023-05,0.0,370.47,
andaman and nicobar islands,2023-06,0.0,387.96,
andaman and nicobar islands,2023-07,0.0,340.65,
andaman and nicobar islands,2023-08,0.0,335.57,
andaman and nicobar islands,2023-09,0.0,383.53,
andaman and nicobar islands,2023-10,0.0,316.79,
andaman and nicobar islands,2023-11,0.0,285.13,
andaman and nicobar islands,2023-12,0.0,223.89000000000001,
andaman and nicobar islands,2024-01,0.0,56.83,
andhra pradesh,2009-01,0.35000000000000003,5.32,-82.97354838709677
andhra pradesh,2009-02,0.02,5.79,-98.80958333333332
andhra pradesh,2009-03,4.0,9.34,-36.915925925925926
andhra pradesh,2009-04,4.28,19.6,-84.4403448275862
andhra pradesh,2009-05,68.06,57.11,35.26612903225807
andhra pradesh,2009-06,100.06,82.64,30.40366666666667
andhra pradesh,2009-07,62.45,126.6,-45.89566666666666
andhra pradesh,2009-08,130.4,122.03,7.587931034482757
andhra pradesh,2009-09,148.74,139.4,12.044285714285715
andhra pradesh,2009-10,72.08,164.87,-53.579354838709676
andhra pradesh,2009-11,96.97,52.4,63.11772727272727
andhra pradesh,2009-12,30.790000000000003,21.91,93.47782608695651
andhra pradesh,2010-01,15.05,5.32,109.1109677419355
andhra pradesh,2010-02,0.54,6.43,-90.77285714285713
andhra pradesh,2010-03,1.9900000000000002,9.96,-66.72096774193548
andhra pradesh,2010-04,19.03,20.31,-4.661666666666665
andhra pradesh,2010-05,126.28,57.11,74.78129032258066
andhra pradesh,2010-06,119.9,82.64,58.265
andhra pradesh,2010-07,224.0,130.45,69.48548387096774
andhra pradesh,2010-08,205.94,129.66,59.18032258064516
andhra pradesh,2010-09,153.37,149.36,16.084666666666664
andhra pradesh,2010-10,162.84,164.87,23.666129032258063
andhra pradesh,2010-11,212.06,88.09,113.214
andhra pradesh,2010-12,92.81,25.34,120.7958064516129
andhra pradesh,2011-01,1.81,5.32,-48.71774193548387
andhra pradesh,2011-02,13.39,6.43,51.97714285714285
andhra pradesh,2011-03,0.62,9.96,-93.31806451612904
andhra pradesh,2011-04,41.99,20.31,71.01866666666666
andhra pradesh,2011-05,45.44,57.11,-18.170967741935485
andhra pradesh,2011-06,65.0,82.64,-16.531666666666666
andhra pradesh,2011-07,147.15,130.45,14.134193548387096
andhra pradesh,2011-08,174.15,129.66,41.36387096774193
andhra pradesh,2011-09,84.61,149.36,-34.469
andhra pradesh,2011-10,112.15,164.87,-16.93903225806452
andhra pradesh,2011-11,79.39,88.09,28.293666666666663
andhra pradesh,2011-12,22.92,25.34,186.54516129032257
andhra pradesh,2012-01,25.51,5.32,152.93032258064517
andhra pradesh,2012-02,0.01,6.43,-99.72535714285713
andhra pradesh,2012-03,3.04,9.96,-66.34903225806453
andhra pradesh,2012-04,31.87,20.31,48.894666666666666
andhra pradesh,2012-05,36.06,57.11,-26.783870967741933
andhra pradesh,2012-06,64.09,82.64,-18.485000000000003
andhra pradesh,2012-07,171.13,130.45,41.01548387096774
andhra pradesh,2012-08,164.06,129.66,30.688709677419357
andhra pradesh,2012-09,149.71,149.36,3.829333333333333
andhra pradesh,2012-10,138.02,164.87,-13.609032258064516
andhra pradesh,2012-11,178.29999999999998,88.09,35.772999999999996
andhra pradesh,2012-12,41.21,25.34,100.24387096774191
andhra pradesh,2013-01,0.71,5.32,-66.22032258064516
andhra pradesh,2013-02,32.81,6.43,246.05464285714285
andhra pradesh,2013-03,6.6899999999999995,9.96,-47.40870967741935
andhra pradesh,2013-04,32.15,20.31,25.957999999999995
andhra pradesh,2013-05,27.21,57.11,-52.722580645161294
andhra pradesh,2013-06,90.33,82.64,15.510333333333332
andhra pradesh,2013-07,133.45,130.45,5.918387096774193
andhra pradesh,2013-08,117.27,129.66,-7.880322580645161
andhra pradesh,2013-09,156.12,149.36,13.025666666666666
andhra pradesh,2013-10,289.08,164.87,82.53322580645163
andhra pradesh,2013-11,54.44,88.09,-20.692
andhra pradesh,2013-12,3.8699999999999997,25.34,-90.35774193548387
andhra pradesh,2014-01,0.42000000000000004,5.32,-93.8167741935484
andhra pradesh,2014-02,0.89,6.43,-90.35464285714285
andhra pradesh,2014-03,8.65,9.96,31.53548387096774
andhra pradesh,2014-04,9.49,20.31,-41.737
andhra pradesh,2014-05,71.04,57.11,23.969032258064516
andhra pradesh,2014-06,50.85,82.64,-38.391333333333336
andhra pradesh,2014-07,121.2,130.45,-2.489999999999999
andhra pradesh,2014-08,140.47,129.66,5.350322580645162
andhra pradesh,2014-09,111.94,149.36,-21.252666666666666
andhra pradesh,2014-10,146.55,164.87,11.040645161290323
andhra pradesh,2014-11,43.39,88.09,-52.783
andhra pradesh,2014-12,17.43,25.34,21.361290322580647
andhra pradesh,2015-01,2.31,5.32,-67.72870967741936
andhra pradesh,2015-02,0.26,6.43,-97.99285714285715
andhra pradesh,2015-03,8.88,9.96,32.266451612903225
andhra pradesh,2015-04,58.12,20.31,212.78766666666667
andhra pradesh,2015-05,33.589999999999996,57.11,-33.920645161290324
andhra pradesh,2015-06,157.5,82.64,104.60799999999999
andhra pradesh,2015-07,71.47,130.45,-45.20322580645161
andhra pradesh,2015-08,156.53,129.66,16.101612903225806
andhra pradesh,2015-09,159.77,149.36,14.239333333333333
andhra pradesh,2015-10,78.4,164.87,-53.88580645161291
andhra pradesh,2015-11,277.04,88.09,293.17600000000004
andhra pradesh,2015-12,35.35,25.34,-5.196774193548386
andhra pradesh,2016-01,4.72,5.32,296.75677419354844
andhra pradesh,2016-02,0.62,6.43,-99.55357142857143
andhra pradesh,2016-03,2.69,9.96,-42.28645161290323
andhra pradesh,2016-04,2.16,20.31,-87.81
andhra pradesh,2016-05,105.25,57.11,66.12483870967742
andhra pradesh,2016-06,167.29,82.64,104.94133333333333
andhra pradesh,2016-07,130.58,130.45,-2.2548387096774185
andhra pradesh,2016-08,88.50999999999999,129.66,-32.35935483870968
andhra pradesh,2016-09,168.25,149.36,16.728666666666665
andhra pradesh,2016-10,42.41,164.87,-74.61129032258064
andhra pradesh,2016-11,11.46,88.09,-89.39966666666668
andhra pradesh,2016-12,51.26,25.34,32.83967741935484
andhra pradesh,2017-01,1.71,5.32,-66.64806451612904
andhra pradesh,2017-02,0.0,6.43,-100.0
andhra pradesh,2017-03,12.99,9.96,100.08935483870968
andhra pradesh,2017-04,8.35,20.31,-59.233666666666664
andhra pradesh,2017-05,34.85,57.11,-32.74225806451613
andhra pradesh,2017-06,124.97,82.64,56.092666666666666
andhra pradesh,2017-07,114.46000000000001,130.45,-5.849032258064516
andhra pradesh,2017-08,207.53,129.66,64.30967741935484
andhra pradesh,2017-09,162.22,149.36,14.574333333333332
andhra pradesh,2017-10,162.8,164.87,3.1990322580645163
andhra pradesh,2017-11,47.089999999999996,88.09,-52.544333333333334
andhra pradesh,2017-12,7.43,25.34,-80.41129032258064
andhra pradesh,2018-01,0.09,5.32,-99.35483870967742
andhra pradesh,2018-02,1.51,6.43,-68.13035714285715
andhra pradesh,2018-03,16.67,9.96,800.6306451612903
andhra pradesh,2018-04,23.81,20.31,44.12833333333334
andhra pradesh,2018-05,49.89,57.11,14.774838709677418
andhra pradesh,2018-06,88.56,82.64,13.908333333333333
andhra pradesh,2018-07,114.11,130.45,-3.2812903225806442
andhra pradesh,2018-08,139.19,129.66,10.53741935483871
andhra pradesh,2018-09,99.85,149.36,-36.404
andhra pradesh,2018-10,51.69,164.87,-66.63741935483871
andhra pradesh,2018-11,45.989999999999995,88.09,-44.812
andhra pradesh,2018-12,40.75,25.34,172.97741935483876
andhra pradesh,2019-01,11.280000000000001,5.32,225.70806451612899
andhra pradesh,2019-02,1.3599999999999999,6.43,-66.40464285714286
andhra pradesh,2019-03,4.3,9.96,-8.095806451612903
andhra pradesh,2019-04,17.07,20.31,-23.279
andhra pradesh,2019-05,29.83,57.11,-37.19774193548387
andhra pradesh,2019-06,57.96,82.64,-32.38733333333333
andhra pradesh,2019-07,131.14,130.45,4.251612903225805
andhra pradesh,2019-08,147.7,129.66,22.470322580645163
andhra pradesh,2019-09,235.9,149.36,55.251333333333335
andhra pradesh,2019-10,232.54,164.87,49.60129032258064
andhra pradesh,2019-11,31.47,88.09,-51.62233333333334
andhra pradesh,2019-12,36.67,25.34,32.604516129032255
andhra pradesh,2020-01,14.370000000000001,5.32,417.01612903225805
andhra pradesh,2020-02,8.01,6.43,204.8114285714286
andhra pradesh,2020-03,15.44,9.96,77.35032258064517
andhra pradesh,2020-04,44.32,20.31,142.232
andhra pradesh,2020-05,20.36,57.11,-53.76714285714286
andhra pradesh,2020-06,122.36,82.64,54.346999999999994
andhra pradesh,2020-07,126.78,130.45,118.164375
andhra pradesh,2020-08,148.55,129.66,19.81
andhra pradesh,2020-09,243.24,149.36,75.07366666666667
andhra pradesh,2020-10,189.44,164.87,48.66612903225806
andhra pradesh,2020-11,196.97,88.09,254.929
andhra pradesh,2020-12,42.09,25.34,3.7003225806451634
andhra pradesh,2021-01,18.67,5.32,838.7
andhra pradesh,2021-02,8.67,6.43,-18.611071428571428
andhra pradesh,2021-03,0.48,9.96,-94.87709677419355
andhra pradesh,2021-04,28.29,20.31,86.12310344827586
andhra pradesh,2021-05,68.78,57.11,17.07137931034483
andhra pradesh,2021-06,78.07,82.64,19.681666666666665
andhra pradesh,2021-07,175.76,130.45,50.17551724137931
andhra pradesh,2021-08,139.48,129.66,5.891935483870967
andhra pradesh,2021-09,183.76,149.36,24.705333333333332
andhra pradesh,2021-10,126.24000000000001,164.87,-18.219677419354838
andhra pradesh,2021-11,305.0,88.09,373.38
andhra pradesh,2021-12,22.65,25.34,-17.62290322580645
andhra pradesh,2022-01,24.18,5.32,375.23870967741937
andhra pradesh,2022-02,0.6,6.04,-89.48423076923078
andhra pradesh,2022-03,2.74,9.96,-57.687000000000005
andhra pradesh,2022-04,6.3500000000000005,20.31,-70.77107142857143
andhra pradesh,2022-05,111.76,57.11,105.17645161290324
andhra pradesh,2022-06,111.07,82.64,33.24333333333333
andhra pradesh,2022-07,148.45,130.45,24.101034482758624
andhra pradesh,2022-08,160.14000000000001,129.66,28.318064516129034
andhra pradesh,2022-09,154.37,149.36,8.581333333333335
andhra pradesh,2022-10,177.15,164.87,13.187419354838706
andhra pradesh,2022-11,76.23,88.09,-15.526666666666667
andhra pradesh,2022-12,88.1,25.34,220.57806451612905
andhra pradesh,2023-01,1.07,5.32,-57.42033333333334
andhra pradesh,2023-02,0.030000000000000002,6.43,-99.6825
andhra pradesh,2023-03,53.34,9.96,897.15
andhra pradesh,2023-04,28.91,21.54,50.705161290322586
andhra pradesh,2023-05,90.01,57.11,128.1516129032258
andhra pradesh,2023-06,64.33,82.64,-21.642068965517243
andhra pradesh,2023-07,160.54999999999998,130.45,23.731290322580648
andhra pradesh,2023-08,74.6,129.66,-42.15483870967742
andhra pradesh,2023-09,177.71,149.36,25.223666666666663
andhra pradesh,2023-10,17.73,164.87,-88.00290322580646
andhra pradesh,2023-11,74.67999999999999,88.09,1.5403333333333344
andhra pradesh,2023-12,140.48,25.34,387.23923076923074
andhra pradesh,2024-01,0.0,3.99,
arunachal pradesh,2009-01,29.25,46.1,-48.89741935483871
arunachal pradesh,2009-02,28.17,71.83,-62.709583333333335
arunachal pradesh,2009-03,34.98,133.79,-79.87777777777777
arunachal pradesh,2009-04,154.57999999999998,250.15,-35.84551724137931
arunachal pradesh,2009-05,172.6,288.44,-30.851290322580645
arunachal pradesh,2009-06,319.92,523.55,-37.333333333333336
arunachal pradesh,2009-07,397.09999999999997,600.86,-31.639333333333333
arunachal pradesh,2009-08,497.99,381.64,31.836206896551722
arunachal pradesh,2009-09,208.52,357.36,-38.84321428571428
arunachal pradesh,2009-10,109.92,165.95,-47.32967741935484
arunachal pradesh,2009-11,41.58,25.81,107.63772727272726
arunachal pradesh,2009-12,11.69,26.919999999999998,-35.65782608695652
arunachal pradesh,2010-01,0.0,46.1,-100.0
arunachal pradesh,2010-02,18.599999999999998,85.94,-80.97428571428573
arunachal pradesh,2010-03,190.76999999999998,148.9,24.85451612903226
arunachal pradesh,2010-04,443.83,256.09,100.22033333333334
arunachal pradesh,2010-05,382.53000000000003,288.44,41.134838709677425
arunachal pradesh,2010-06,502.7,523.55,3.452
arunachal pradesh,2010-07,448.05,623.39,-25.27
arunachal pradesh,2010-08,328.36,407.58,-21.878387096774194
arunachal pradesh,2010-09,465.07,380.47,31.566666666666666
arunachal pradesh,2010-10,82.16,165.95,-23.49225806451613
arunachal pradesh,2010-11,52.53,41.06,104.46566666666668
arunachal pradesh,2010-12,12.72,33.66,-72.09774193548387
arunachal pradesh,2011-01,5.78,46.1,-79.97387096774193
arunachal pradesh,2011-02,14.21,85.94,-80.23678571428572
arunachal pradesh,2011-03,100.85000000000001,148.9,-41.04322580645161
arunachal pradesh,2011-04,78.9,256.09,-69.376
arunachal pradesh,2011-05,137.26,288.44,-49.93064516129032
arunachal pradesh,2011-06,260.71,523.55,-44.33133333333333
arunachal pradesh,2011-07,476.0,623.39,-23.818709677419356
arunachal pradesh,2011-08,253.59,407.58,-39.23258064516129
arunachal pradesh,2011-09,229.71,380.47,-32.85166666666667
arunachal pradesh,2011-10,21.83,165.95,-86.19096774193548
arunachal pradesh,2011-11,6.07,41.06,-75.81566666666666
arunachal pradesh,2011-12,1.2000000000000002,33.66,-96.03903225806452
arunachal pradesh,2012-01,17.55,46.1,-44.457741935483874
arunachal pradesh,2012-02,10.5,85.94,-88.24392857142857
arunachal pradesh,2012-03,39.68,148.9,-73.25516129032258
arunachal pradesh,2012-04,184.5,256.09,-27.949333333333335
arunachal pradesh,2012-05,198.68,288.44,-32.46193548387097
arunachal pradesh,2012-06,362.76,523.55,-27.062
arunachal pradesh,2012-07,403.56,623.39,-33.700645161290325
arunachal pradesh,2012-08,205.63,407.58,-48.524193548387096
arunachal pradesh,2012-09,0.0,380.47,-100.0
arunachal pradesh,2012-10,0.0,165.95,-100.0
arunachal pradesh,2012-11,0.0,41.06,-100.0
arunachal pradesh,2012-12,0.0,33.66,-100.0
arunachal pradesh,2013-01,21.17,46.1,-38.86838709677419
arunachal pradesh,2013-02,33.99,85.94,-67.67035714285714
arunachal pradesh,2013-03,119.15,148.9,-25.785483870967738
arunachal pradesh,2013-04,214.37,256.09,-8.901666666666667
arunachal pradesh,2013-05,348.17,288.44,31.406451612903222
arunachal pradesh,2013-06,302.32,523.55,-44.913000000000004
arunachal pradesh,2013-07,397.85,623.39,-33.0841935483871
arunachal pradesh,2013-08,267.09,407.58,-29.463548387096775
arunachal pradesh,2013-09,313.89,380.47,-14.645000000000001
arunachal pradesh,2013-10,175.76,165.95,246.7306451612903
arunachal pradesh,2013-11,9.18,41.06,-64.77433333333333
arunachal pradesh,2013-12,9.56,33.66,-74.83258064516129
arunachal pradesh,2014-01,17.48,46.1,-50.99677419354838
arunachal pradesh,2014-02,92.76,85.94,18.630357142857147
arunachal pradesh,2014-03,76.21,148.9,-51.94516129032258
arunachal pradesh,2014-04,78.74,256.09,-68.695
arunachal pradesh,2014-05,350.25,288.44,40.51548387096774
arunachal pradesh,2014-06,300.07,523.55,-42.70433333333334
arunachal pradesh,2014-07,354.39,623.39,-44.111935483870965
arunachal pradesh,2014-08,638.07,407.58,61.29129032258064
arunachal pradesh,2014-09,330.84,380.47,-6.2086666666666686
arunachal pradesh,2014-10,32.589999999999996,165.95,-75.50258064516129
arunachal pradesh,2014-11,14.42,41.06,-40.18366666666667
arunachal pradesh,2014-12,6.81,33.66,-67.96677419354837
arunachal pradesh,2015-01,30.93,46.1,-32.91548387096775
arunachal pradesh,2015-02,48.06,85.94,-39.729642857142856
arunachal pradesh,2015-03,104.09,148.9,-24.027741935483867
arunachal pradesh,2015-04,288.71,256.09,16.442333333333334
arunachal pradesh,2015-05,248.34,288.44,-13.08193548387097
arunachal pradesh,2015-06,582.89,523.55,19.407666666666668
arunachal pradesh,2015-07,276.9,623.39,-57.208387096774196
arunachal pradesh,2015-08,603.85,407.58,52.27451612903226
arunachal pradesh,2015-09,302.03000000000003,380.47,-14.45433333333333
arunachal pradesh,2015-10,59.11,165.95,-68.56967741935483
arunachal pradesh,2015-11,28.07,41.06,-51.192
arunachal pradesh,2015-12,29.54,33.66,38.7974193548387
arunachal pradesh,2016-01,24.24,46.1,-9.230645161290324
arunachal pradesh,2016-02,84.67999999999999,85.94,0.47714285714285865
arunachal pradesh,2016-03,161.28,148.9,30.62870967741935
arunachal pradesh,2016-04,586.72,256.09,144.59333333333333
arunachal pradesh,2016-05,341.01,288.44,17.312903225806448
arunachal pradesh,2016-06,383.76,523.55,-25.962
arunachal pradesh,2016-07,794.19,623.39,23.996774193548386
arunachal pradesh,2016-08,202.12,407.58,-49.05806451612903
arunachal pradesh,2016-09,529.0600000000001,380.47,61.513333333333335
arunachal pradesh,2016-10,182.0,165.95,16.558064516129033
arunachal pradesh,2016-11,9.99,41.06,-62.74166666666667
arunachal pradesh,2016-12,6.140000000000001,33.66,-86.47096774193548
arunachal pradesh,2017-01,6.48,46.1,-78.81161290322581
arunachal pradesh,2017-02,65.25999999999999,85.94,-33.42928571428571
arunachal pradesh,2017-03,172.81,148.9,12.504516129032258
arunachal pradesh,2017-04,401.09999999999997,256.09,60.779
arunachal pradesh,2017-05,325.68,288.44,18.73741935483871
arunachal pradesh,2017-06,466.21,523.55,1.7523333333333333
arunachal pradesh,2017-07,534.8100000000001,623.39,-6.491612903225808
arunachal pradesh,2017-08,565.87,407.58,47.10903225806451
arunachal pradesh,2017-09,318.39,380.47,-0.9439999999999997
arunachal pradesh,2017-10,260.0,165.95,73.42225806451613
arunachal pradesh,2017-11,12.47,41.06,-53.656333333333336
arunachal pradesh,2017-12,3.2199999999999998,33.66,-93.58290322580646
arunachal pradesh,2018-01,30.48,46.1,-21.896451612903224
arunachal pradesh,2018-02,49.75,85.94,-40.522499999999994
arunachal pradesh,2018-03,162.38,148.9,33.86387096774193
arunachal pradesh,2018-04,182.02,256.09,-15.867
arunachal pradesh,2018-05,275.54,288.44,6.221290322580647
arunachal pradesh,2018-06,391.17,523.55,-27.83133333333333
arunachal pradesh,2018-07,408.93,623.39,-32.97870967741935
arunachal pradesh,2018-08,255.88,407.58,-36.58322580645161
arunachal pradesh,2018-09,340.63,380.47,-6.8483333333333345
arunachal pradesh,2018-10,72.71000000000001,165.95,-56.76064516129032
arunachal pradesh,2018-11,68.75,41.06,90.72966666666667
arunachal pradesh,2018-12,27.2,33.66,-10.790967741935482
arunachal pradesh,2019-01,12.280000000000001,46.1,-74.85709677419355
arunachal pradesh,2019-02,86.82,85.94,-8.229285714285714
arunachal pradesh,2019-03,130.38,148.9,3.0441935483870997
arunachal pradesh,2019-04,123.44,256.09,-51.624
arunachal pradesh,2019-05,461.19,288.44,81.64387096774193
arunachal pradesh,2019-06,375.58,523.55,-34.099000000000004
arunachal pradesh,2019-07,704.27,623.39,18.25548387096774
arunachal pradesh,2019-08,168.03,407.58,-58.756129032258066
arunachal pradesh,2019-09,345.92,380.47,-4.417999999999998
arunachal pradesh,2019-10,117.97,165.95,-3.8029032258064523
